pid|parent_pid|cpu_use_percent|mem_use_percent|mem_use_bytes|name|command|read_bytes_per_sec|write_bytes_per_sec|total_read_bytes|total_write_bytes|process_state|process_state_char|uid
421|1|0|0.2937769781597287|103363584|NotificationCenter|/System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter|0|0|19730432|76513280|Runnable|R|501
365|0|0|0|0|wifianalyticsd|wifianalyticsd|0|0|0|0|Unknown|?|0
264|0|0|0|0|secinitd|secinitd|0|0|0|0|Unknown|?|0
13448|1|0|0.08645001891457961|30416896|IMTranscoderAgent|/System/Library/PrivateFrameworks/IMTranscoding.framework/XPCServices/IMTranscoderAgent.xpc/Contents/MacOS/IMTranscoderAgent|0|0|139264|2121728|Runnable|R|501
147|0|0.27999999999999997|0|0|syspolicyd|syspolicyd|0|0|0|0|Unknown|?|0
35167|1|0|0.08687784522687571|30567424|com.apple.WebKit.WebContent|/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent|0|0|1540096|0|Runnable|R|501
368|0|0|0|0|secinitd|secinitd|0|0|0|0|Unknown|?|0
470|1|0|0.03418827000368862|12028928|VTDecoderXPCService|/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService|0|0|0|32768|Runnable|R|501
952|1|0|0.21595915545106892|75983872|mediaanalysisd|/System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd|0|0|136478720|0|Runnable|R|501
18715|1|0|0.00648433349520884|2281472|PlugInLibraryService|/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService|0|0|28672|0|Runnable|R|501
682|0|0|0|0|AssetCacheTetheratorService|AssetCacheTetheratorService|0|0|0|0|Unknown|?|0
7588|1|0|0.0476837163310151|16777216|mapspushd|/System/Library/CoreServices/mapspushd|0|0|2527232|77824|Runnable|R|501
37519|1|0|0.03733439410975718|13135872|mdworker_shared|/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared|0|0|0|0|Runnable|R|501
664|1|0|0.14457618972531164|50868224|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|73728|0|Runnable|R|501
13346|1|0|0.12287928388743825|43234304|searchpartyuseragent|/usr/libexec/searchpartyuseragent|0|0|14647296|18702336|Runnable|R|501
626|1|0|1.0050629606081396|353625088|CleanMyMac X HealthMonitor|com.macpaw.CleanMyMac4.HealthMonitor|0|0|246452224|1163264|Runnable|R|501
525|1|0|0.1289823571995805|45381632|sharingd|/usr/libexec/sharingd|0|0|6070272|6692864|Runnable|R|501
27802|1|0|0.03332970699601959|11726848|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|266240|0|Runnable|R|501
699|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
419|1|0|0.10976509774317837|38620160|identityservicesd|/System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd|0|0|13819904|14528512|Runnable|R|501
461|1|0|0.039004953995865746|13723648|com.apple.siri.embeddedspeech|/System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech|0|0|2129920|0|Runnable|R|501
822|1|0|0.019310391714861156|6794240|com.apple.audio.SandboxHelper|/System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper|0|0|8192|0|Runnable|R|501
698|1|0|0.21767337108333015|76587008|ReportCrash|/System/Library/CoreServices/ReportCrash agent|0|0|23756800|57344|Runnable|R|501
269|0|0|0|0|cfprefsd|cfprefsd|0|0|0|0|Unknown|?|0
738|1|0|0.030183582889951023|10619904|IDSBlastDoorService|/System/Library/PrivateFrameworks/IDSBlastDoorSupport.framework/Versions/A/XPCServices/IDSBlastDoorService.xpc/Contents/MacOS/IDSBlastDoorService|0|0|176128|0|Runnable|R|501
646|1|0|0.02188608073786826|7700480|ctkahp|/System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp|0|0|0|0|Runnable|R|501
360|0|0|0|0|com.apple.MobileSoftwareUpdate.CleanupPreparePathService|com.apple.MobileSoftwareUpdate.CleanupPreparePathService|0|0|0|0|Unknown|?|0
13629|1|0|0.06637419645050845|23353344|LookupViewService|/System/Library/PrivateFrameworks/Lookup.framework/Versions/A/XPCServices/LookupViewService.xpc/Contents/MacOS/LookupViewService|0|0|417792|0|Runnable|R|501
13449|1|0|0.07724738762559831|27179008|MessagesBlastDoorService|/System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService|0|0|184320|0|Runnable|R|501
13404|1|0|0.03390305246215789|11928576|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
1647|1|0|0.04272442356807261|15032320|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
402|1|0|0.08291972424236763|29174784|routined|/usr/libexec/routined LAUNCHED_BY_LAUNCHD|0|0|20295680|5844992|Runnable|R|501
18804|1|0|0.09174109534828234|32278528|AKAuthorizationRemoteViewService|/System/Library/PrivateFrameworks/AuthKitUI.framework/Versions/A/XPCServices/AKAuthorizationRemoteViewService.xpc/Contents/MacOS/AKAuthorizationRemoteViewService|0|0|1187840|294912|Runnable|R|501
893|1|0|0.008009374227475193|2818048|com.apple.tonelibraryd|/System/Library/PrivateFrameworks/ToneLibrary.framework/Versions/A/XPCServices/com.apple.tonelibraryd.xpc/Contents/MacOS/com.apple.tonelibraryd|0|0|36864|0|Runnable|R|501
557|1|0|0.03590539601902669|12633088|VTDecoderXPCService|/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService|0|0|430080|32768|Runnable|R|501
12463|1|0|0.04305620723883285|15149056|MailCacheDelete|/System/Applications/Mail.app/Contents/PlugIns/MailCacheDelete.appex/Contents/MacOS/MailCacheDelete -AppleLanguages ("en-US")|0|0|1576960|0|Runnable|R|501
752|1|0|0.041435123865030635|14578688|progressd|/System/Library/Frameworks/ClassKit.framework/Versions/A/progressd|0|0|2576384|2547712|Runnable|R|501
30715|417|0|0.037954305705124994|13353984|fish|/opt/homebrew/bin/fish --login|0|0|1191936|835584|Runnable|R|501
13426|1|0|0.08234928915930616|28974080|gamed|/System/Library/PrivateFrameworks/GameCenterFoundation.framework/Versions/A/gamed|0|0|7344128|356352|Runnable|R|501
12322|0|0|0|0|com.apple.StreamingUnzipService|com.apple.StreamingUnzipService|0|0|0|0|Unknown|?|0
12290|0|0|0|0|trustd|trustd|0|0|0|0|Unknown|?|0
545|1|0|0.04749163104794338|16709632|BlockerSecurityExtension|/Applications/AdGuard for Safari.app/Contents/PlugIns/BlockerSecurityExtension.appex/Contents/MacOS/BlockerSecurityExtension -AppleLanguages ("en-US")|0|0|0|0|Runnable|R|501
19158|1|0|0.011251540975079612|3958784|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
12471|1|0|0.02302986128706802|8102912|com.apple.BKAgentService|/System/Library/PrivateFrameworks/BookKit.framework/Versions/A/XPCServices/com.apple.BKAgentService.xpc/Contents/MacOS/com.apple.BKAgentService|0|0|733184|4096|Runnable|R|501
337|0|0|0|0|UVCAssistant|UVCAssistant|0|0|0|0|Unknown|?|0
2395|1|0|0.011251540975079612|3958784|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
156|0|0|0|0|contextstored|contextstored|0|0|0|0|Unknown|?|0
1181|1|0|0.017735874470288453|6240256|VTEncoderXPCService|/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService|0|0|4096|16384|Runnable|R|501
702|1|0|0.0588886911768652|20719616|CacheDeleteExtension|/Applications/Safari.app/Contents/PlugIns/CacheDeleteExtension.appex/Contents/MacOS/CacheDeleteExtension -AppleLanguages ("en-US")|0|0|262144|0|Runnable|R|501
33721|1|0|0.03995664926199379|14058496|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|204800|0|Runnable|R|501
848|1|0|0.08740171418070766|30751744|coreautha|/System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha|0|0|1200128|163840|Runnable|R|501
13413|1|0|0.20232110035297707|71185408|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
758|1|0|0.12483506131507754|43922432|avatarsd|/System/Library/PrivateFrameworks/AvatarPersistence.framework/Support/avatarsd|0|0|1773568|4096|Runnable|R|501
483|1|0|0.07848721081633393|27615232|com.apple.quicklook.ThumbnailsAgent|/System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent|0|0|12476416|8175616|Runnable|R|501
507|1|0|0.06093760086296351|21440512|CoreLocationAgent|/System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent|0|0|69632|0|Runnable|R|501
144|0|0|0|0|com.apple.cmio.registerassistantservice|com.apple.cmio.registerassistantservice|0|0|0|0|Unknown|?|0
98|0|0|0|0|keybagd|keybagd|0|0|0|0|Unknown|?|0
476|1|0|0.031135278156079072|10954752|AMPDeviceDiscoveryAgent|/System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent --launchd|0|0|901120|0|Runnable|R|501
511|1|0|0.021373853316343682|7520256|CarbonComponentScannerXPC|/System/Library/Frameworks/AudioToolbox.framework/XPCServices/CarbonComponentScannerXPC.xpc/Contents/MacOS/CarbonComponentScannerXPC|0|0|16113664|0|Runnable|R|501
240|0|0|0|0|awdd|awdd|0|0|0|0|Unknown|?|0
26169|1|0|0.007674680173638111|2700288|PlugInLibraryService|/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService|0|0|32768|0|Runnable|R|501
15234|1|0|0.08849892860067791|31137792|QuickLookUIService|/System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService|0|0|36864|16384|Runnable|R|501
642|1|0|0.08840288595914206|31104000|TextInputMenuAgent|/System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent|0|0|286720|0|Runnable|R|501
334|0|0|0|0|symptomsd-diag|symptomsd-diag|0|0|0|0|Unknown|?|0
165|0|0|0|0|runningboardd|runningboardd|0|0|0|0|Unknown|?|0
453|1|0|0.7483468005489449|263301120|Messages|/System/Applications/Messages.app/Contents/MacOS/Messages|0|0|99876864|9371648|Runnable|R|501
396|1|0|0.1487234856098146|52327424|knowledge-agent|/usr/libexec/knowledge-agent|0|0|294264832|183689216|Runnable|R|501
433|1|0|0.05459587613852003|19209216|akd|/System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd|0|0|1368064|266240|Runnable|R|501
432|1|0|0.10719231910324811|37714944|callservicesd|/System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd|0|0|4423680|249856|Runnable|R|501
8347|0|0|0|0|UARPUpdaterServiceHID|UARPUpdaterServiceHID|0|0|0|0|Unknown|?|0
559|1|0|0.029036891957674414|10216448|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
12325|0|0|0|0|periodic-wrapper|periodic-wrapper|0|0|0|0|Unknown|?|0
683|0|0|0|0|fairplayd|fairplayd|0|0|0|0|Unknown|?|0
473|1|0|0.0405765608573616|14276608|coreauthd|/System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd|0|0|393216|0|Runnable|R|501
136|0|0|0|0|revisiond|revisiond|0|0|0|0|Unknown|?|0
13417|1|0|0.061033643504499364|21474304|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|61440|0|Runnable|R|501
638|1|0|0.05011388620017999|17632256|AirPlayUIAgent|/System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd|0|0|188416|0|Runnable|R|501
576|575|0|0.24614273834101993|86603776|Code Helper (Renderer)|/Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --ms-enable-electron-run-as-node /Applications/Visual Studio Code.app/Contents/Resources/app/out/bootstrap-fork --type=ptyHost|0|0|3940352|0|Runnable|R|501
566|0|0.48|0|0|XprotectService|XprotectService|0|0|0|0|Unknown|?|0
18802|1|0|0.08601928221920668|30265344|AKAppSSOExtension_macOS|/System/Library/PrivateFrameworks/AuthKitUI.framework/PlugIns/AKAppSSOExtension_macOS.appex/Contents/MacOS/AKAppSSOExtension_macOS -AppleLanguages ("en-US")|0|0|507904|0|Runnable|R|501
85|0|0|0|0|mediaremoted|mediaremoted|0|0|0|0|Unknown|?|0
636|1|0|0.032709795400651775|11508736|askpermissiond|/System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond|0|0|593920|380928|Runnable|R|501
274|0|0|0|0|nsurlsessiond|nsurlsessiond|0|0|0|0|Unknown|?|0
80|0|0.04|0|0|logd|logd|0|0|0|0|Unknown|?|0
730|1|0|0.04343746742189943|15283200|promotedcontentd|/usr/libexec/promotedcontentd|0|0|3547136|102400|Runnable|R|501
446|0|0|0|0|captiveagent|captiveagent|0|0|0|0|Unknown|?|0
18486|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
17209|1|0|0.8908740805881582|313448448|com.apple.WebKit.WebContent|/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent|0|0|917504|311296|Runnable|R|501
673|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
158|0|0|0|0|PowerUIAgent|PowerUIAgent|0|0|0|0|Unknown|?|0
157|0|0.03|0|0|trustd|trustd|0|0|0|0|Unknown|?|0
225|0|0|0|0|mobileassetd|mobileassetd|0|0|0|0|Unknown|?|0
343|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
448|0|0|0|0|filecoordinationd|filecoordinationd|0|0|0|0|Unknown|?|0
398|1|0|0.09155192044828747|32211968|CommCenter|/System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter -L|0|0|17309696|57344|Runnable|R|501
13344|1|0|0.009869109013578625|3472384|metrickitd|/usr/libexec/metrickitd|0|0|229376|0|Runnable|R|501
441|1|0|0.030754017973012485|10820608|ProtectedCloudKeySyncing|/System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing|0|0|1286144|8192|Runnable|R|501
427|1|0|0.034045661232923255|11978752|diagnosticextensionsd|/usr/libexec/diagnosticextensionsd|0|0|372736|0|Runnable|R|501
747|1|0|0.10118237804956487|35600384|studentd|/usr/libexec/studentd|0|0|892928|81920|Runnable|R|501
606|1|0|0.06947375442734749|24443904|nsurlsessiond|/usr/libexec/nsurlsessiond|0|0|602112|47370240|Runnable|R|501
33649|0|0|0|0|applessdstatistics|applessdstatistics|0|0|0|0|Unknown|?|0
430|1|0|0.020311563493295555|7146496|BiomeAgent|/System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent|0|0|2580480|0|Runnable|R|501
262|0|0|0|0|com.apple.geod|com.apple.geod|0|0|0|0|Unknown|?|0
666|1|0|0.03056484307301761|10754048|mdbulkimport|/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport|0|0|37539840|0|Runnable|R|501
818|1|0|0.3855704604033942|135660544|com.apple.WebKit.GPU|/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU|0|0|12337152|7950336|Runnable|R|501
7946|1|0|0.041577732635796|14628864|ndoagent|/System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent|0|0|311296|245760|Runnable|R|501
19157|1|0|0.05397596454315222|18991104|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|86016|0|Runnable|R|501
16901|1|0|0.03089662674377785|10870784|EscrowSecurityAlert|/System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert|0|0|45056|0|Runnable|R|501
492|1|0|0.02412707570703828|8488960|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
215|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
159|1|0|0.6912218015166471|243202048|loginwindow|/System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow console|0|0|24276992|3260416|Runnable|R|501
485|1|0|0.0513071432616861|18052096|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|24576|0|Runnable|R|501
484|1|0|0.04994799436479987|17573888|com.apple.dock.external.extra.x86_64|/System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.x86_64.xpc/Contents/MacOS/com.apple.dock.external.extra.x86_64|0|0|301940736|0|Runnable|R|501
659|1|0|0.01926382558563165|6777856|geodMachServiceBridge|/System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge|0|0|577536|0|Runnable|R|501
263|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
1033|0|0|0|0|misagent|misagent|0|0|0|0|Unknown|?|0
322|0|0|0|0|ctkd|ctkd|0|0|0|0|Unknown|?|0
18487|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
425|1|0|0.10971853161394886|38603776|homed|/System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed|0|0|21041152|1232896|Runnable|R|501
878|0|0|0|0|lskdd|lskdd|0|0|0|0|Unknown|?|0
1173|0|0|0|0|ASPCarryLog|ASPCarryLog|0|0|0|0|Unknown|?|0
527|1|0|0.04849280282637778|17061888|AdGuardForSafariBlockerExtension|/Applications/AdGuard for Safari.app/Contents/PlugIns/AdGuardForSafariBlockerExtension.appex/Contents/MacOS/AdGuardForSafariBlockerExtension -AppleLanguages ("en-US")|0|0|8192|0|Runnable|R|501
537|417|0|0.24485343863797798|86150144|Tabby Helper (GPU)|/Applications/Tabby.app/Contents/Frameworks/Tabby Helper (GPU).app/Contents/MacOS/Tabby Helper (GPU) --type=gpu-process --field-trial-handle=1718379636,16724957851166484795,15102933995014733927,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WindowCaptureMacV2 --gpu-preferences=SAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAoAAAAAAAAAAAAAAAAAAAAAAAAAAAAAADYAwAAAAAAANgDAAAAAAAASAEAACgAAABAAQAAAAAAAEgBAAAAAAAAUAEAAAAAAABYAQAAAAAAAGABAAAAAAAAaAEAAAAAAABwAQAAAAAAAHgBAAAAAAAAgAEAAAAAAACIAQAAAAAAAJABAAAAAAAAmAEAAAAAAACgAQAAAAAAAKgBAAAAAAAAsAEAAAAAAAC4AQAAAAAAAMABAAAAAAAAyAEAAAAAAADQAQAAAAAAANgBAAAAAAAA4AEAAAAAAADoAQAAAAAAAPABAAAAAAAA+AEAAAAAAAAAAgAAAAAAAAgCAAAAAAAAEAIAAAAAAAAYAgAAAAAAACACAAAAAAAAKAIAAAAAAAAwAgAAAAAAADgCAAAAAAAAQAIAAAAAAABIAgAAAAAAAFACAAAAAAAAWAIAAAAAAABgAgAAAAAAAGgCAAAAAAAAcAIAAAAAAAB4AgAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAKAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAA0AAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAAAAAAABAAAAAAAAAAAQAAAAYAAAAQAAAAAAAAAAEAAAAHAAAAEAAAAAAAAAABAAAACAAAABAAAAAAAAAAAQAAAAoAAAAQAAAAAAAAAAEAAAALAAAAEAAAAAAAAAABAAAADQAAABAAAAAAAAAAAQAAAA4AAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACgAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAANAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABwAAAAAAAAAQAAAAAAAAAAcAAAAGAAAAEAAAAAAAAAAHAAAABwAAABAAAAAAAAAABwAAAAgAAAAQAAAAAAAAAAcAAAAKAAAAEAAAAAAAAAAHAAAACwAAABAAAAAAAAAABwAAAA0AAAAQAAAAAAAAAAcAAAAOAAAAEAAAAAAAAAAKAAAAAAAAABAAAAAAAAAACgAAAAYAAAAQAAAAAAAAAAoAAAAHAAAAEAAAAAAAAAAKAAAACAAAABAAAAAAAAAACgAAAAoAAAAQAAAAAAAAAAoAAAALAAAAEAAAAAAAAAAKAAAADQAAABAAAAAAAAAACgAAAA4AAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --seatbelt-client=41|0|0|5550080|3080192|Runnable|R|501
25758|1|0|0.941607878383706|331298816|Finder|/System/Library/CoreServices/Finder.app/Contents/MacOS/Finder|0|0|15892480|425984|Runnable|R|501
26180|1|0|0.026414636805437805|9293824|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
26176|1|0|0.12532400567198737|44094464|QLPlugin|/Applications/Glance.app/Contents/PlugIns/QLPlugin.appex/Contents/MacOS/QLPlugin -AppleLanguages ("en-US")|0|0|23986176|90112|Runnable|R|501
719|0|0|0|0|installcoordinationd|installcoordinationd|0|0|0|0|Unknown|?|0
700|1|0|0.11959055101060433|42077184|amsengagementd|/System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd|0|0|5857280|382599168|Runnable|R|501
660|0|0|0|0|coresymbolicationd|coresymbolicationd|0|0|0|0|Unknown|?|0
13543|1|0|0.022887252516302657|8052736|VTDecoderXPCService|/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService|0|0|81920|0|Runnable|R|501
532|1|0|0.024173641836267787|8505344|PasswordBreachAgent|/Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/PasswordBreachAgent|0|0|49152|19841024|Runnable|R|501
372|0|0|0|0|trustd|trustd|0|0|0|0|Unknown|?|0
847|0|0|0|0|VTDecoderXPCService|VTDecoderXPCService|0|0|0|0|Unknown|?|0
361|0|0|0|0|sysmond|sysmond|0|0|0|0|Unknown|?|0
209|0|0|0|0|airportd|airportd|0|0|0|0|Unknown|?|0
84|0|0|0|0|fseventsd|fseventsd|0|0|0|0|Unknown|?|0
37423|1|0|0.05020992884171585|17666048|mdworker_shared|/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared|0|0|0|0|Runnable|R|501
18768|0|0|0|0|MTLCompilerService|MTLCompilerService|0|0|0|0|Unknown|?|0
92|0|0.01|0|0|powerd|powerd|0|0|0|0|Unknown|?|0
13545|1|0|0.04720641350641265|16609280|com.apple.SafariServices.ExtensionHelper|/System/Library/Frameworks/SafariServices.framework/Versions/A/XPCServices/com.apple.SafariServices.ExtensionHelper.xpc/Contents/MacOS/com.apple.SafariServices.ExtensionHelper|0|0|77824|24576|Runnable|R|501
580|1|0|0.052546966452421726|18488320|StatusKitAgent|/System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent|0|0|6807552|720896|Runnable|R|501
644|1|0|0.04939793196327632|17380352|amsaccountsd|/System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd|0|0|1810432|303104|Runnable|R|501
338|0|0|0|0|nfcd|nfcd|0|0|0|0|Unknown|?|0
36508|36475|0|0.07982016626552857|28084224|rust-analyzer|/Users/fdncred/.vscode/extensions/matklad.rust-analyzer-0.3.884/server/rust-analyzer proc-macro|0|0|20418560|0|Runnable|R|501
416|1|0|0.0846834163869352|29795328|tccd|/System/Library/PrivateFrameworks/TCC.framework/Resources/tccd|0|0|6565888|0|Runnable|R|501
1182|1|0|0.01602165883802723|5637120|VTDecoderXPCService|/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService|0|0|0|32768|Runnable|R|501
415|1|0|0.1651264046309084|58098688|ScreenTimeAgent|/System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent|0|0|58859520|18362368|Runnable|R|501
13401|1|0|2.728175633935276|959891456|com.apple.WebKit.WebContent|/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent|0|0|2531328|1130496|Runnable|R|501
1498|0|0|0|0|wifip2pd|wifip2pd|0|0|0|0|Unknown|?|0
736|1|0|0.022267340920934846|7834624|ContainerMetadataExtractor|/System/Library/PrivateFrameworks/CloudDocsDaemon.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor|0|0|159744|0|Runnable|R|501
480|1|0|0.08020142644859515|28218368|com.apple.Safari.History|/System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.History.xpc/Contents/MacOS/com.apple.Safari.History|0|0|20205568|13393920|Runnable|R|501
220|0|0|0|0|biometrickitd|biometrickitd|0|0|0|0|Unknown|?|0
807|1|0|0.033137621712947866|11659264|keyboardservicesd|/usr/libexec/keyboardservicesd|0|0|729088|40960|Runnable|R|501
1250|0|0|0|0|netbiosd|netbiosd|0|0|0|0|Unknown|?|0
